timestamp, power.draw [W]
Fri Sep 12 21:36:58 IDT 2025, 210 W
Fri Sep 12 21:36:59 IDT 2025, 210 W
Fri Sep 12 21:37:00 IDT 2025, 210 W
Fri Sep 12 21:37:01 IDT 2025, 210 W
Fri Sep 12 21:37:02 IDT 2025, 210 W
Fri Sep 12 21:37:03 IDT 2025, 210 W
Fri Sep 12 21:37:04 IDT 2025, 210 W
Fri Sep 12 21:37:05 IDT 2025, 210 W
Fri Sep 12 21:37:06 IDT 2025, 210 W
Fri Sep 12 21:37:07 IDT 2025, 210 W
Fri Sep 12 21:37:08 IDT 2025, 210 W
Fri Sep 12 21:37:09 IDT 2025, 210 W
Fri Sep 12 21:37:10 IDT 2025, 210 W
Fri Sep 12 21:37:11 IDT 2025, 210 W
Fri Sep 12 21:37:12 IDT 2025, 210 W
Fri Sep 12 21:37:13 IDT 2025, 210 W
Fri Sep 12 21:37:14 IDT 2025, 211 W
Fri Sep 12 21:37:15 IDT 2025, 216 W
Fri Sep 12 21:37:16 IDT 2025, 216 W
Fri Sep 12 21:37:17 IDT 2025, 260 W
Fri Sep 12 21:37:18 IDT 2025, 251 W
Fri Sep 12 21:37:19 IDT 2025, 272 W
Fri Sep 12 21:37:20 IDT 2025, 254 W
Fri Sep 12 21:37:21 IDT 2025, 281 W
Fri Sep 12 21:37:22 IDT 2025, 253 W
Fri Sep 12 21:37:23 IDT 2025, 280 W
Fri Sep 12 21:37:24 IDT 2025, 256 W
Fri Sep 12 21:37:25 IDT 2025, 268 W
Fri Sep 12 21:37:26 IDT 2025, 262 W
Fri Sep 12 21:37:27 IDT 2025, 249 W
Fri Sep 12 21:37:28 IDT 2025, 265 W
Fri Sep 12 21:37:29 IDT 2025, 250 W
Fri Sep 12 21:37:30 IDT 2025, 282 W
Fri Sep 12 21:37:31 IDT 2025, 260 W
Fri Sep 12 21:37:32 IDT 2025, 273 W
Fri Sep 12 21:37:33 IDT 2025, 260 W
Fri Sep 12 21:37:34 IDT 2025, 256 W
Fri Sep 12 21:37:35 IDT 2025, 266 W
Fri Sep 12 21:37:36 IDT 2025, 262 W
Fri Sep 12 21:37:37 IDT 2025, 260 W
Fri Sep 12 21:37:38 IDT 2025, 280 W
Fri Sep 12 21:37:39 IDT 2025, 266 W
Fri Sep 12 21:37:40 IDT 2025, 259 W
Fri Sep 12 21:37:41 IDT 2025, 273 W
Fri Sep 12 21:37:42 IDT 2025, 264 W
Fri Sep 12 21:37:43 IDT 2025, 263 W
Fri Sep 12 21:37:44 IDT 2025, 265 W
Fri Sep 12 21:37:45 IDT 2025, 272 W
Fri Sep 12 21:37:46 IDT 2025, 274 W
Fri Sep 12 21:37:47 IDT 2025, 272 W
Fri Sep 12 21:37:48 IDT 2025, 263 W
Fri Sep 12 21:37:49 IDT 2025, 261 W
Fri Sep 12 21:37:50 IDT 2025, 291 W
Fri Sep 12 21:37:51 IDT 2025, 271 W
Fri Sep 12 21:37:52 IDT 2025, 263 W
Fri Sep 12 21:37:53 IDT 2025, 290 W
Fri Sep 12 21:37:54 IDT 2025, 272 W
Fri Sep 12 21:37:55 IDT 2025, 258 W
Fri Sep 12 21:37:56 IDT 2025, 280 W
Fri Sep 12 21:37:57 IDT 2025, 270 W
Fri Sep 12 21:37:58 IDT 2025, 271 W
Fri Sep 12 21:37:59 IDT 2025, 295 W
Fri Sep 12 21:38:00 IDT 2025, 273 W
Fri Sep 12 21:38:01 IDT 2025, 291 W
Fri Sep 12 21:38:02 IDT 2025, 276 W
Fri Sep 12 21:38:03 IDT 2025, 270 W
Fri Sep 12 21:38:04 IDT 2025, 295 W
Fri Sep 12 21:38:05 IDT 2025, 280 W
Fri Sep 12 21:38:06 IDT 2025, 296 W
Fri Sep 12 21:38:07 IDT 2025, 272 W
Fri Sep 12 21:38:08 IDT 2025, 275 W
Fri Sep 12 21:38:09 IDT 2025, 292 W
Fri Sep 12 21:38:10 IDT 2025, 286 W
Fri Sep 12 21:38:11 IDT 2025, 276 W
Fri Sep 12 21:38:12 IDT 2025, 265 W
Fri Sep 12 21:38:13 IDT 2025, 286 W
Fri Sep 12 21:38:14 IDT 2025, 283 W
Fri Sep 12 21:38:15 IDT 2025, 300 W
Fri Sep 12 21:38:16 IDT 2025, 270 W
Fri Sep 12 21:38:17 IDT 2025, 282 W
Fri Sep 12 21:38:18 IDT 2025, 291 W
Fri Sep 12 21:38:19 IDT 2025, 276 W
Fri Sep 12 21:38:20 IDT 2025, 272 W
Fri Sep 12 21:38:21 IDT 2025, 289 W
Fri Sep 12 21:38:22 IDT 2025, 291 W
Fri Sep 12 21:38:23 IDT 2025, 278 W
Fri Sep 12 21:38:24 IDT 2025, 285 W
Fri Sep 12 21:38:25 IDT 2025, 303 W
Fri Sep 12 21:38:26 IDT 2025, 287 W
Fri Sep 12 21:38:27 IDT 2025, 296 W
Fri Sep 12 21:38:28 IDT 2025, 304 W
Fri Sep 12 21:38:29 IDT 2025, 285 W
Fri Sep 12 21:38:30 IDT 2025, 286 W
Fri Sep 12 21:38:31 IDT 2025, 314 W
Fri Sep 12 21:38:32 IDT 2025, 283 W
Fri Sep 12 21:38:33 IDT 2025, 286 W
Fri Sep 12 21:38:34 IDT 2025, 306 W
Fri Sep 12 21:38:35 IDT 2025, 293 W
Fri Sep 12 21:38:36 IDT 2025, 292 W
Fri Sep 12 21:38:37 IDT 2025, 285 W
Fri Sep 12 21:38:38 IDT 2025, 311 W
Fri Sep 12 21:38:39 IDT 2025, 291 W
Fri Sep 12 21:38:40 IDT 2025, 286 W
Fri Sep 12 21:38:41 IDT 2025, 300 W
Fri Sep 12 21:38:42 IDT 2025, 314 W
Fri Sep 12 21:38:43 IDT 2025, 299 W
Fri Sep 12 21:38:44 IDT 2025, 294 W
Fri Sep 12 21:38:45 IDT 2025, 303 W
